id  fish_id fish_group_id
1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
13	1	1
14	1	1
15	1	1
16	1	1
17	1	1
18	1	1
101	109	1
102	109	1
103	109	1
104	109	1
105	109	1
106	109	1
107	109	1
108	109	1
109	109	1
110	109	1
111	109	1
112	109	1
113	109	1
114	109	1
115	109	1
116	109	1
201	105	1
202	105	1
203	105	1
204	105	1
205	105	1
206	105	1
207	105	1
208	105	1
209	105	1
210	105	1
211	105	1
212	105	1
213	105	1
214	105	1
301	7	1
302	7	1
303	7	1
304	7	1
305	7	1
306	7	1
307	7	1
308	7	1
309	7	1
310	7	1
311	7	1
312	7	1
401	104	1
402	104	1
403	104	1
404	104	1
405	104	1
406	104	1
407	104	1
408	104	1
409	104	1
410	104	1
501	119	1
502	119	1
