id  fish_id fish_group_id
401	213	1
402	211	1
1	205	1
2	205	1
3	205	1
4	205	1
5	205	1
6	205	1
7	205	1
8	205	1
9	205	1
10	205	1
11	205	1
12	205	1
13	205	1
14	205	1
15	205	1
16	205	1
17	205	1
18	205	1
19	205	1
20	205	1
101	205	1
102	205	1
103	205	1
104	205	1
105	205	1
106	205	1
107	205	1
108	205	1
109	205	1
110	205	1
111	205	1
112	205	1
113	205	1
114	205	1
115	205	1
116	205	1
117	205	1
118	205	1
119	205	1
120	205	1
201	202	1
202	202	1
203	202	1
204	202	1
205	202	1
206	202	1
207	202	1
208	202	1
209	202	1
210	202	1
211	202	1
212	202	1
213	202	1
214	202	1
215	202	1
216	202	1
217	202	1
218	202	1
219	202	1
220	202	1
221	202	1
222	202	1
223	202	1
224	202	1
301	202	1
302	202	1
303	202	1
304	202	1
305	202	1
306	202	1
307	202	1
308	202	1
309	202	1
310	202	1
311	202	1
312	202	1
313	202	1
314	202	1
315	202	1
316	202	1
317	202	1
318	202	1
319	202	1
320	202	1
321	202	1
322	202	1
323	202	1
324	202	1
